공고번호,기초금액,log_기초금액,log_기초금액_norm,기초금액_norm,A값,A값/기초금액_norm,투찰률(%),투찰률_norm,참여업체수,log_참여업체수,log_참여업체수_norm,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20151212402-00,17988000.0,16.705215482465352,-1.3830729094724203,-0.45165156328125594,0.0,-0.024791695263956078,87.745,0.11333942152265358,730.0,6.595780513961311,-0.505890105956959,+2% ~ -2%,협정,인수파출소 신축공사(통신) 입찰 공고,경찰청,서울
20151214172-00,227042000.0,19.240645584762117,0.5139637110014397,-0.09386131490645294,0.0,-0.024791695263956078,87.745,0.11333942152265358,903.0,6.807934943699926,-0.1188264865071173,+2% ~ -2%,기/협정,서울동대문경찰서 민원동 신축 통신공사 (긴급공고),경찰청,서울
20151213928-00,578820000.0,20.176502108102444,1.2141818296858056,0.5081971866902228,0.0,-0.024791695263956078,86.745,-0.34258916408631507,787.0,6.670766320845874,-0.3690827913236275,+2% ~ -2%,,한국환경산업기술원 이전 청사 리모델링 및 증축공사(정보통신) (긴급공고),한국환경산업기술원,서울
20151208156-00,145229000.0,18.793822371816265,0.17964568067269196,-0.23388204443225852,0.0,-0.024791695263956078,87.745,0.11333942152265358,907.0,6.812345094177479,-0.11078041927079665,+2% ~ -2%,기/협정,물품창고 경찰악대 신축 통신공사,서울지방조달청/경찰청,서울
20151126490-00,461225000.0,19.94939655347624,1.0442589619843217,0.30693653509955743,0.0,-0.024791695263956078,86.745,-0.34258916408631507,857.0,6.755768921984255,-0.21400040864696446,+2% ~ -2%,기/협정,남부학습센터 신관 교육원 환경개선공사(통신),서울지방조달청/한국방송통신대학교,서울
20151212388-00,13264706.0,16.400617457107995,-1.6109764939977802,-0.459735352796918,0.0,-0.024791695263956078,87.745,0.11333942152265358,602.0,6.403574197934815,-0.8565595331944467,+2% ~ -2%,기/연기,강남고속터미널 스마트워크센터 통신 공사,한국지능정보사회진흥원,서울
20151129757-00,9680000.0,16.08557256255854,-1.846696540672405,-0.4658704798458654,0.0,-0.024791695263956078,87.745,0.11333942152265358,439.0,6.089044875446846,-1.4304002874756252,+2% ~ -2%,,동일여자고등학교 급식실 환경개선공사(통신) (긴급공고),서울특별시교육청,서울
20151128155-00,9983000.0,16.116394304488846,-1.8236353751937664,-0.4653519035676905,0.0,-0.024791695263956078,87.745,0.11333942152265358,110.0,4.718498871295094,-3.9308830614770214,+2% ~ -2%,기,감염PC 사이버 치료체계 운영환경 개선 용역,한국인터넷진흥원,서울
20151124163-00,44433000.0,17.609493017083015,-0.7064825366250065,-0.4063916633593618,0.0,-0.024791695263956078,87.745,0.11333942152265358,940.0,6.848005274576363,-0.04572046029453492,+2% ~ -2%,,불암학사 승강기 설치공사(통신),서울과학기술대학교,서울
20151120286-00,79054000.0,18.18564173387467,-0.27540174540039136,-0.3471387612910729,0.0,-0.024791695263956078,87.745,0.11333942152265358,1012.0,6.921658184151129,0.08865505945371907,+2% ~ -2%,기/협정,국립국악원 우면당 리모델링 공사(통신),서울지방조달청/문화체육관광부,서울
20151114300-00,204330000.0,19.135246896779655,0.4351032562519661,-0.13273228662231834,0.0,-0.024791695263956078,87.745,0.11333942152265358,1701.0,7.440146680662688,1.0346076579930434,+2% ~ -2%,기,광명스피돔 공청설비 공사,서울올림픽기념국민체육진흥공단,서울/경기
20151126491-00,37590000.0,17.44224864214318,-0.8316166129072602,-0.4181032721763601,0.0,-0.024791695263956078,87.745,0.11333942152265358,871.0,6.771935555839602,-0.1845053100903114,+2% ~ -2%,기,국회 어린이집 CCTV 교체공사,국회,서울
20151117889-00,70678000.0,18.073644922616268,-0.35919898837744246,-0.3614740580105203,0.0,-0.024791695263956078,87.745,0.11333942152265358,1005.0,6.914730892718563,0.0760166125536168,+2% ~ -2%,기/협정,본관 행정실 및 학과사무실 재배치 통신공사,서울지방조달청/한국체육대학교,서울
20151116616-00,268000000.0,19.406497542206473,0.638055965236414,-0.023762809290989086,0.0,-0.024791695263956078,87.745,0.11333942152265358,919.0,6.825460036255307,-0.08685295777129631,+2% ~ -2%,기,병원동 3층 리노베이션 공사(통신),한국원자력의학원,서울
20151113231-00,23240014.0,16.961386135386675,-1.1914032163334813,-0.44266288383227176,0.0,-0.024791695263956078,87.745,0.11333942152265358,791.0,6.675823221634848,-0.3598567651454774,+2% ~ -2%,,소상공인 사관학교 체험점포 통신공사(서울-상록회관) (긴급공고),소상공인시장진흥공단,서울
20151105578-00,23200000.0,16.959662879739987,-1.192692575115348,-0.4427313667075024,0.0,-0.024791695263956078,85.0,-1.1381845459739675,791.0,6.675823221634848,-0.3598567651454774,+2% ~ -2%,기,KBS어린이집 CCTV 설치공사 (긴급공고),한국방송공사,서울
20151100862-00,158844000.0,18.883433152779393,0.24669345017038852,-0.21058034137169548,0.0,-0.024791695263956078,87.745,0.11333942152265358,909.0,6.814542897259958,-0.10677065328575173,+2% ~ -2%,기/협정,한국정보화진흥원 서울사무소 업무환경개선 통신공사,서울지방조달청/한국정보화진흥원,서울
20151106047-00,70991200.0,18.07806649774822,-0.35589071735159405,-0.3609380247091198,0.0,-0.024791695263956078,87.745,0.11333942152265358,1913.0,7.557472901614746,1.2486626357468724,+2% ~ -2%,,신형무인발매기 투표소 보수 및 환경개선 통신공사,서울올림픽기념국민체육진흥공단,서울/경기
20151103346-01,17000000.0,16.648723960844016,-1.4253404857565726,-0.4533424984721363,0.0,-0.024791695263956078,87.745,0.11333942152265358,490.0,6.198478716492308,-1.230744505328902,+2% ~ -2%,정,분석 사무 공간 네트워크 보안강화 용역 (공고),한국인터넷진흥원,서울
20151102291-00,660402000.0,20.308359299987487,1.312838827349509,0.6478225659841524,0.0,-0.024791695263956078,86.745,-0.34258916408631507,868.0,6.76849321164863,-0.19078567012611874,+2% ~ -2%,기,서울대학교 반려동물병원 증축 통신공사 (긴급공고),서울대학교,서울
20151104027-00,221400000.0,19.215481582755523,0.49513572860865224,-0.10351744481226981,0.0,-0.024791695263956078,87.745,0.11333942152265358,897.0,6.80128303447162,-0.13096251433049105,+2% ~ -2%,,관악캠퍼스 CCTV 설치공사 (긴급공고),서울대학교,서울
20151027045-00,19602000.0,16.791142210826465,-1.3187815885518088,-0.4488892460767206,0.0,-0.024791695263956078,87.745,0.11333942152265358,823.0,6.715383386334681,-0.28768150793489333,+2% ~ -2%,기,여주교도소 운동장 CCTV 카메라 설치 공사,법무부,서울/경기
20151026846-00,68636400.0,18.04433357878564,-0.3811300574262918,-0.3649682010122423,0.0,-0.024791695263956078,87.745,0.11333942152265358,974.0,6.883462586413092,0.01896937659642708,+2% ~ -2%,기,2015년 북한산 주차장 CCTV 정비공사,국립공원관리공단,서울
20151029138-00,7495098.0,15.82975989823747,-2.0380983828128967,-0.4696098803321254,0.0,-0.024791695263956078,87.745,0.11333942152265358,355.0,5.877735781779639,-1.8159216396258706,+2% ~ -2%,기,공공데이터 오픈랩 설치 정보통신공사,한국지능정보사회진흥원,서울
20151021195-00,216382000.0,19.19255592680087,0.47798250129035175,-0.11210561565016222,0.0,-0.024791695263956078,87.745,0.11333942152265358,919.0,6.825460036255307,-0.08685295777129631,+2% ~ -2%,,김포공항 항공조종인력 양성센터 정보통신공사,한국공항공사,서울
20151017157-00,46696078.0,17.659170757658064,-0.6693131060783315,-0.4025184667703869,0.0,-0.024791695263956078,87.745,0.11333942152265358,951.0,6.859614903654202,-0.024539356242760903,+2% ~ -2%,기,[서울대학교병원] 소아별관 6층 교수실 환경개선공사 [통신],서울대학교병원,서울
20151015868-00,23100000.0,16.955343218782065,-1.195924592838016,-0.44290251399402875,0.0,-0.024791695263956078,87.745,0.11333942152265358,794.0,6.679599185844383,-0.3529677344726014,+2% ~ -2%,기,한국국방연구원 직장어린이집 리모델링공사(정보통신분야) (긴급공고),국방부,서울
20150925093-00,1232639000.0,20.93242323723799,1.7797703122320447,1.627190663983962,0.0,-0.024791695263956078,86.745,-0.34258916408631507,807.0,6.695798917058491,-0.32341225167842785,+2% ~ -2%,기/의무,서울영동우체국 건립 정보통신공사,서울지방조달청/미래창조과학부,전국/서울
20151000065-00,1356411000.0,21.028108078622267,1.8513627603795104,1.8390230834633599,0.0,-0.024791695263956078,86.745,-0.34258916408631507,805.0,6.693323668269949,-0.32792820148118423,+2% ~ -2%,기/의무,신개념치료기술개발 플랫폼구축사업 복합연구센터 신축공사(정보통신),서울지방조달청/한국원자력의학원,전국/서울
20151008319-00,159983000.0,18.890578123803834,0.252039395883233,-0.2086309737781603,0.0,-0.024791695263956078,87.745,0.11333942152265358,121.0,4.812184355372417,-3.7599592556363604,+2% ~ -2%,기/정,안심응급실 개설공사(통신) (재입찰),국립중앙의료원,서울
20151009081-00,56650000.0,17.85240256309054,-0.5247349491756335,-0.3854825993644372,0.0,-0.024791695263956078,87.745,0.11333942152265358,924.0,6.8308742346461795,-0.07697506255990423,+2% ~ -2%,기,한국무역보험공사 직장어린이집 확장공사(정보통신공사),한국무역보험공사,서울
20151001847-00,26400000.0,17.088874605995333,-1.0960149438609947,-0.4372546535386591,0.0,-0.024791695263956078,87.745,0.11333942152265358,877.0,6.778784897685177,-0.17200907775208593,+2% ~ -2%,기,서울예고 CCTV설치공사,서울특별시교육청,서울
20150924544-01,52000000.0,17.76675429577647,-0.5888179224856617,-0.3934409481879126,0.0,-0.024791695263956078,87.745,0.11333942152265358,590.0,6.3835066348840055,-0.8931716538914038,+2% ~ -2%,정,서울서부경찰서 임시청사 보통신장비 이설 및 선로설치 공사 (공고),경찰청,서울
20150920695-00,30799000.0,17.24299281235284,-0.9807020109282001,-0.4297258844043648,0.0,-0.024791695263956078,87.745,0.11333942152265358,1679.0,7.427144133408616,1.0108852544192433,+2% ~ -2%,,국가격리병실(음압) 설치공사(정보통신),국민건강보험공단,서울/경기
20150918343-00,161880000.0,18.902365884149354,0.2608591275053211,-0.2053843097527554,0.0,-0.024791695263956078,87.745,0.11333942152265358,897.0,6.80128303447162,-0.13096251433049105,+2% ~ -2%,기,김포공항 경항공 계류장 및 타지역 CCTV 설치공사,한국공항공사,서울
20150916512-00,290000000.0,19.48539148439307,0.6970852783797516,0.013889593744808679,0.0,-0.024791695263956078,87.745,0.11333942152265358,695.0,6.546785410760524,-0.5952788686784357,+2% ~ -2%,기,임시사무소 설치공사(통신),국민건강보험공단,서울
20150916134-01,34870000.0,17.36713744732978,-0.8878156329628666,-0.42275847836987696,0.0,-0.024791695263956078,87.745,0.11333942152265358,879.0,6.78105762593618,-0.16786261508362788,+2% ~ -2%,기/정/협정,중화지구대 신축공사 (통신) (정정공고),경찰청,서울
20150914924-00,25006000.0,17.034626394027484,-1.136604051249526,-0.4396404467128365,0.0,-0.024791695263956078,87.745,0.11333942152265358,774.0,6.654152520183219,-0.3993937201372667,+2% ~ -2%,기,음압수술실 개설공사(통신),국립중앙의료원,서울
20150913337-00,92828000.0,18.346258887157397,-0.15522622907376163,-0.32356493404493303,0.0,-0.024791695263956078,87.745,0.11333942152265358,899.0,6.803505257608338,-0.1269081953535888,+2% ~ -2%,기/협정,국회 외곽 출입문 CCTV 카메라 설치공사,국회,서울
20150911725-02,59950000.0,17.909021456118364,-0.48237207220766753,-0.3798347389090675,0.0,-0.024791695263956078,87.745,0.11333942152265358,954.0,6.862757913051401,-0.01880511541289178,+2% ~ -2%,기/정,용강지구대 신축관련 통신공사 (정정공고),경찰청,서울
20150911396-01,109670000.0,18.512986423854656,-0.03047885683518791,-0.29474030804816453,0.0,-0.024791695263956078,87.745,0.11333942152265358,929.0,6.836259277277067,-0.06715036036456888,+2% ~ -2%,기/정,서울과학기술대학교 인재개발원 신축공사(통신) (정정공고),서울과학기술대학교,서울
20150820578-00,211091000.0,19.167799882824163,0.4594597575715109,-0.12116101858027159,0.0,-0.024791695263956078,87.745,0.11333942152265358,1834.0,7.515344571180436,1.1718019070815635,+2% ~ -2%,기/협정,전파관리시설 이전설치공사(수도권 4개소),서울지방조달청/미래창조과학부,서울/인천/경기
20150807526-00,238983000.0,19.291902981843233,0.5523150578774444,-0.07342461742234108,0.0,-0.024791695263956078,87.745,0.11333942152265358,887.0,6.790097235513905,-0.15137036457592723,+2% ~ -2%,기/협정,본부 잔류시설 이전 리모델링 공사(통신),서울지방조달청/도로교통공단,서울
20150901637-00,50993000.0,17.74719894597686,-0.6034494497608295,-0.395164401363233,0.0,-0.024791695263956078,87.745,0.11333942152265358,931.0,6.838405200847344,-0.06323524558144884,+2% ~ -2%,,청사 민원동 신축 통신공사,경찰청,서울
20150816315-00,803352000.0,20.50430353327021,1.4594464525296615,0.8924776120735748,0.0,-0.024791695263956078,86.745,-0.34258916408631507,905.0,6.810142450115136,-0.11479901734664374,+2% ~ -2%,기,사격장 및 컬링장 건립 통신공사,대한장애인체육회,서울/경기
20150811772-00,52347000.0,17.773405206151768,-0.5838416383711824,-0.3928470671036662,0.0,-0.024791695263956078,87.745,0.11333942152265358,970.0,6.879355804460439,0.011476787877711099,+2% ~ -2%,,행정대학원(57동) 지하층 환경개선 통신공사 (긴급공고),서울대학교,서울
20150810341-00,77429000.0,18.164871958303696,-0.29094191936198965,-0.3499199046971262,0.0,-0.024791695263956078,87.745,0.11333942152265358,994.0,6.903747257584598,0.05597759863858022,+2% ~ -2%,기,한국은행 본부 직장어린이집 증설공사(정보통신공사),한국은행,서울
20150808235-00,39781500.0,17.498912563207156,-0.7892200454686127,-0.4143525793921351,0.0,-0.024791695263956078,87.745,0.11333942152265358,865.0,6.7650389767805414,-0.19708772402204405,+2% ~ -2%,기,서울구로경찰서 가리봉파출소 신축공사(통신) (긴급공고),경찰청,서울
20150722065-00,26930000.0,17.10875150192109,-1.0811428322463406,-0.4363475729200694,0.0,-0.024791695263956078,87.745,0.11333942152265358,741.0,6.610696044717759,-0.4786775734271451,+2% ~ -2%,기,조선의 궁궐 왕실의 생활 전시실 리노베이션 공사(통신),문화재청,서울
20150729458-00,307548200.0,19.54414238414617,0.741043346171271,0.04392286187902624,0.0,-0.024791695263956078,87.745,0.11333942152265358,1902.0,7.55171221535131,1.2381525932349737,+2% ~ -2%,기,한국관광공사 서울사옥 리모델링 공사(통신) (긴급공고),한국관광공사,서울/인천/경기
20150727232-00,82906000.0,18.233218005905393,-0.23980465667522965,-0.3405461678140778,0.0,-0.024791695263956078,87.745,0.11333942152265358,853.0,6.75110146893676,-0.2225159097015569,+2% ~ -2%,기/협정,교통단속장비 이전 및 검지선 재설치,서울지방조달청/경찰청,서울
20150724609-00,29260000.0,17.191731987732602,-1.0190559223265803,-0.4323598411440054,0.0,-0.024791695263956078,87.745,0.11333942152265358,819.0,6.710523109452428,-0.2965488050443198,+2% ~ -2%,협정,효제파출소 신축공사(통신) (긴급공고),경찰청,서울
20150722396-00,27220000.0,17.119462591925288,-1.0731286771865163,-0.43585124578914297,0.0,-0.024791695263956078,87.745,0.11333942152265358,825.0,6.717804695023691,-0.28326396875775534,+2% ~ -2%,협정,명륜파출소 신축공사(통신) 최종 (긴급공고),경찰청,서울
20150718826-00,157200000.0,18.873029444320704,0.23890928135540573,-0.21339400276218873,0.0,-0.024791695263956078,87.745,0.11333942152265358,869.0,6.769641976852503,-0.18868981373388094,+2% ~ -2%,기,경륜고객홀 용도변경 정보통신공사,서울올림픽기념국민체육진흥공단,서울
20150717451-00,27819000.0,17.141229834397127,-1.0568421875458018,-0.43482607354285013,0.0,-0.024791695263956078,87.745,0.11333942152265358,869.0,6.769641976852503,-0.18868981373388094,+2% ~ -2%,기,재난안전안내 방송시스템 구축 통신공사(긴급) (긴급공고),서울과학기술대학교,서울
