공고번호,입찰년도,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),Unnamed: 0
20141011664-00,2014,2014 대학동 동네뒷산공원화사업 CCTV 설치공사,서울특별시,서울,27819000.0,27776975.0,+3% ~ -3%,0.0,87.745,767.0,,-0.15107,
20141008447-00,2014,서울역(1) 휠체어리프트 신설에 따른 정보통신공사,서울교통공사,서울,3201000.0,3164025.0,+3% ~ -3%,0.0,87.745,306.0,기,-1.15511,
20141007460-00,2014,경인선 구일역 스크린도어 설치에 따른 영상감시설비 개량타공사,한국철도공사,서울,124400000.0,122843175.0,+0% ~ -4%,0.0,87.745,830.0,기,-1.25147,
20140922963-00,2014,서울대학교 부설중학교 특별교실 증축 통신공사 (긴급공고),서울지방조달청/서울대학교,서울,471997000.0,470330900.0,+2% ~ -2%,0.0,86.745,831.0,기/협정,-0.35299,
20141005987-01,2014,불법주정차 무인단속 시스템(CCTV) 신규설치 공사 (정정공고),서울특별시,서울/경기,48200000.0,48254300.0,+3% ~ -3%,0.0,87.745,881.0,기/정,0.11265,
20141005441-00,2014,2014 임대상가 조성공사(통신분야),서울특별시,서울/경기,151289760.0,153035325.0,+3% ~ -3%,0.0,87.745,1737.0,기,1.15378,
20141002120-00,2014,2014년 직원근무환경 개선 정보통신공사(2공구),서울특별시,서울/경기,13054976.0,13108175.0,+3% ~ -3%,0.0,87.745,1356.0,기,0.40749,
20141003795-00,2014,송정동 구립어린이집 신축공사(통신),서울특별시,서울,40420000.0,40314350.0,+3% ~ -3%,0.0,87.745,944.0,기,-0.26139,
20141002151-00,2014,2014년 직원근무환경개선 정보통신공사(1공구),서울특별시,서울/경기,32358304.0,32001025.0,+3% ~ -3%,0.0,87.745,1613.0,기,-1.10414,
20141003967-00,2014,상부암 석불입상 방범방재시스템 구축공사,서울특별시,서울,37350000.0,37701225.0,+3% ~ -3%,0.0,87.745,847.0,기,0.94036,
20141003932-00,2014,도정궁 경원당 방범방재시스템 구축공사,서울특별시,서울,50809000.0,49934125.0,+3% ~ -3%,0.0,87.745,883.0,,-1.72189,
20141003494-00,2014,물품공유센터 별동 증축 통신공사,서울특별시,서울,39721000.0,39787575.0,+3% ~ -3%,0.0,87.745,863.0,,0.16760,
20141000586-00,2014,양천자원봉사센터 건립 정보통신 공사 (긴급공고),서울특별시,서울,117249000.0,116896725.0,+3% ~ -3%,0.0,87.745,922.0,,-0.30046,
20140922121-00,2014,공원 및 어린이 안전을 위한 방범용(다목적) CCTV시스템 시설공사,서울특별시,서울,117453320.0,116280300.0,+3% ~ -3%,0.0,87.745,480.0,,-0.99872,
20140921928-00,2014,2014년 임대상가 조성공사(전자분야),서울특별시,서울/경기,14700804.0,14591400.0,+3% ~ -3%,0.0,87.745,1207.0,기,-0.74421,
20140920371-00,2014,"2014년 5호선 마장역 등 8개소 전산네트워크 신,이설공사",서울특별시,서울/경기,33007344.0,33223400.0,+3% ~ -3%,0.0,87.745,1464.0,기,0.65456,
20140918680-00,2014,사회적경제지원센터 증축 및 리모델링 통신공사,서울특별시,서울,42427000.0,42956200.0,+3% ~ -3%,0.0,87.745,908.0,기,1.24731,
20140920244-01,2014,농업정책자금관리단 사무실 내장공사 (긴급공고) (정정공고),농업정책보험금융원,서울,240212000.0,242867600.0,+2% ~ -2%,0.0,87.745,54.0,정/협정,1.10552,
20140920650-00,2014,일원 및 매봉터널 CCTV 설치공사 (긴급공고),서울특별시/서울특별시,서울,149000000.0,149273850.0,+3% ~ -3%,0.0,87.745,875.0,,0.18379,
20140913698-00,2014,충정로지구대 신축공사(통신공사),서울지방조달청/경찰청,서울,24861000.0,24730325.0,+2% ~ -2%,0.0,87.745,44.0,기/정/연기/협정/여성,-0.52563,
20140913892-00,2014,풍납동 미래마을 부지 역사문화공원 CCTV 설치공사,서울특별시,서울,181761000.0,179771200.0,+3% ~ -3%,0.0,87.745,155.0,기,-1.09474,
20140913944-00,2014,서울검찰청사 구치감 리모델링 통신공사 (긴급공고),대검찰청,서울,77550000.0,77511275.0,+2% ~ -2%,0.0,87.745,973.0,기,-0.04994,
20140911944-00,2014,2014년 방범용 CCTV 설치공사(1차),서울특별시,서울,310827311.0,309080525.0,+3% ~ -3%,0.0,87.745,877.0,기,-0.56198,
20140913719-00,2014,본사 관제기능실 개량 정보통신공사,서울교통공사,서울,38078320.0,38278200.0,+3% ~ -3%,0.0,87.745,907.0,,0.52491,
20140913719-00,2014,본사 관제기능실 개량 정보통신공사,서울교통공사,서울,38078320.0,38278200.0,+3% ~ -3%,0.0,87.745,907.0,,0.52491,
20140910266-00,2014,2014년 방범용 CCTV 설치공사(2차),서울특별시,서울,180240000.0,182603000.0,+3% ~ -3%,0.0,87.745,904.0,,1.31102,
20140911660-00,2014,서울청사 별관 전관방송시스템 이전 설치공사,행정자치부,서울,21520000.0,21547400.0,+2% ~ -2%,0.0,87.745,661.0,,0.12732,
20140908093-00,2014,중앙지검 CCTV 카메라(8대) 증설공사,대검찰청,서울,20270000.0,20466475.0,+2% ~ -2%,0.0,87.745,760.0,,0.96928,
20140906176-00,2014,방범용 CCTV 설치공사,서울특별시,서울,269587900.0,266316500.0,+3% ~ -3%,0.0,87.745,150.0,기,-1.21349,
20140905636-00,2014,동부지사 플랜트 CCTV 설치공사,서울주택도시공사집단에너지사업단,서울,185250000.0,182589375.0,+2.5% ~ -2.5%,0.0,87.745,867.0,기,-1.43624,
EA20143258(01),2014,서울지역 창업공작소 조성 환경개선 공사(정보통신),한국전자통신연구원,서울,34100000.0,34282749.0,+2% ~ -2%,0.0,87.745,63.0,,0.53592,
20140906151-00,2014,"마곡엠밸리 5,7,14단지내 구립어린이집 통신 공사",서울특별시,서울,44320000.0,44347525.0,+3% ~ -3%,0.0,87.745,911.0,,0.06210,
20140904307-00,2014,서울사무소 통신설비 개선공사,서울지방조달청/특허청,서울,27388000.0,27495200.0,+2% ~ -2%,0.0,87.745,43.0,기/협정/여성,0.39141,
20140902430-00,2014,2014년 음성유도 전원개선공사,서울특별시,서울,29280000.0,29324400.0,+3% ~ -3%,0.0,87.745,723.0,기,0.15163,
20140903929-00,2014,전산실 확장공사(전산공사),재단법인세종문화회관,서울,47080000.0,47295550.0,+3% ~ -3%,0.0,87.745,853.0,,0.45783,
2014-01-000111-00,2014,경부선 금천구청~수원간 통신선로 시설개량 공사,국가철도공단,전국/서울/경기,2648830000.0,2600959681.0,0% ~ -5%,0.0,86.335,875.0,의무,-1.80723,
20140821275-00,2014,창인재활원 리모델링공사(통신),사회복지법인,서울/경기,13527000.0,13604200.0,+3% ~ -3%,0.0,87.745,1182.0,,0.57071,
2014-09907,2014,00지역 시설 통신공사,제1363부대,서울,48195200.0,47615483.0,+3% ~ -3%,0.0,87.745,704.0,,-1.20286,
20140902565-00,2014,2014년도 자가정보통신망 공사(3차),서울특별시,서울,51403000.0,51104275.0,+3% ~ -3%,0.0,87.745,909.0,,-0.58115,
20140904679-00,2014,2014년 역구내 케이블 수선 및 타공사,서울교통공사,서울,69549000.0,68789950.0,+3% ~ -3%,0.0,87.745,604.0,기,-1.09139,
20140900938-00,2014,2014. 서울시 주민참여예산사업 CCTV 설치공사,서울특별시,서울,34890000.0,34721175.0,+3% ~ -3%,0.0,87.745,834.0,기,-0.48388,
20140821974-00,2014,서울애화학교 자립지원센터 증축공사(통신) (긴급공고),서울지방조달청/서울특별시교육청,서울,33997000.0,33867450.0,+2% ~ -2%,0.0,87.745,42.0,기/협정/여성,-0.38107,
20140821548-00,2014,은평경찰서 연신내지구대 신축(통신) 공사 (긴급공고),서울지방조달청/경찰청,서울,23170000.0,23017950.0,+2% ~ -2%,0.0,87.745,42.0,기/협정/여성,-0.65624,
20140818850-00,2014,전산실 확장공사(통신),재단법인세종문화회관,서울,13310000.0,13471050.0,+3% ~ -3%,0.0,90,650.0,기,1.20999,
20140817079-00,2014,7호선 열차무선시스템(TRS) 통화품질 개선공사,서울특별시,서울/경기,241345280.0,237345050.0,+3% ~ -3%,0.0,87.745,1593.0,기,-1.65748,
20140800646-00,2014,위례지구 A1-10BL 아파트 정보통신공사,서울주택도시공사,전국/서울,0.0,11295496000.0,+3% ~ -3%,0.0,1.0,155.0,의무,79.995,
2014-09719,2014,00지역 출입통제시스템 보강공사,국방부근무지원단,서울,11564621.0,11500519.0,+3% ~ -3%,0.0,87.745,355.0,,-0.55430,
E01-14-04577,2014,2014년 디지털 계통보호 전송장치 교체공사,한국전력공사,서울,64293834.0,64510966.0,+2.5% ~ -2.5%,0.0,87.745,619.0,,0.33771,
20140816363-00,2014,경의하선 서울~신촌간 터널개량에 따른 지장통신선로 이설 공사(총체),한국철도공사,서울,143500000.0,140504125.0,+0% ~ -4%,0.0,87.745,854.0,기,-2.08772,
20140815133-00,2014,유치장 환경개선 통신공사 입찰공고,경찰청,서울,135600000.0,136402800.0,+2% ~ -2%,0.0,87.745,108.0,,0.59203,
20140815112-00,2014,경원선 도봉산역 역사신축에 따른 열차행선안내장치 신설공사(총체 및 1차),한국철도공사,서울,103200000.0,100843225.0,+0% ~ -4%,0.0,87.745,847.0,기,-2.28370,
20140815031-00,2014,스쿨넷 전문기술지원센터 구축(정보통신) 공사,서울지방조달청/한국정보화진흥원,서울,38800000.0,38845150.0,+2% ~ -2%,0.0,87.745,42.0,기/협정/여성,0.11636,
20140812228-00,2014,2014년 CCTV 카메라 이설공사,서울특별시,서울/경기,70330560.0,70409375.0,+3% ~ -3%,0.0,87.745,1716.0,기,0.11206,
20140800226-00,2014,서울남부지방법원 광역등기소 통신공사,서울지방조달청/대법원,서울,506082000.0,507137250.0,+2% ~ -2%,0.0,86.745,833.0,기/협정,0.20851,
20140719791-00,2014,성동교정시설 신축 정보통신공사,서울주택도시공사,전국/서울,0.0,13290810000.0,+3% ~ -3%,0.0,1.0,146.0,의무,79.995,
20140719743-00,2014,서울동부지방검찰청사 신축 정보통신공사,서울주택도시공사,전국/서울,3260180000.0,3278192575.0,+3% ~ -3%,0.0,86.745,700.0,의무,0.55250,
1401793-00,2014,(긴급)서울서부권 임대주택 정보통신 유지보수공사,한국토지주택공사,서울,474061000.0,456529000.0,0% ~ -6%,0.0,86.745,723.0,,-3.69826,
1401792-00,2014,(긴급)서울동부권 임대주택 정보통신 유지보수공사,한국토지주택공사,서울,647880000.0,625339000.0,0% ~ -6%,0.0,86.745,716.0,,-3.47920,
20140808375-00,2014,차량기지 CCTV 카메라 설치공사,서울특별시,서울/경기,257595680.0,259493550.0,+3% ~ -3%,0.0,87.745,1728.0,,0.73676,
20140808126-00,2014,제2처리장 유입량 감시제어시스템 설치공사,서울특별시,서울,183810000.0,182574850.0,+3% ~ -3%,0.0,87.745,837.0,기,-0.67198,
20140808736-00,2014,강서시장 식품종합상가 건설공사(정보통신),서울특별시농수산식품공사,서울,208820000.0,209556675.0,+3% ~ -3%,0.0,87.745,925.0,기,0.35277,
20140807619-00,2014,개봉3동 주민공동이용시설 리모델링 통신 공사,서울특별시,서울,24110000.0,24361400.0,+3% ~ -3%,0.0,87.745,848.0,,1.04272,
20140803678-00,2014,운전분야 근무환경개선 정보통신공사,서울특별시,서울,62454240.0,62912225.0,+3% ~ -3%,0.0,87.745,938.0,,0.73331,
20140806313-00,2014,개일초 방송 교내 선로 교체 및 강당 선로 신설 공사,서울특별시강남교육청,서울,28160000.0,28282675.0,+3% ~ -3%,0.0,87.745,815.0,,0.43563,
20140724620-00,2014,구립면일어린이집 신축 통신공사,서울지방조달청/서울특별시,서울,53221000.0,53519775.0,+3% ~ -3%,0.0,87.745,940.0,기/협정,0.56138,
20140804350-00,2014,산새마을 주민공동이용시설 신축 통신공사,서울특별시,서울,26950000.0,26498700.0,+3% ~ -3%,0.0,87.745,869.0,기,-1.67459,
2014-08782,2014,의무사 행정사무실 보수 통신공사,국군의무사령부,서울/경기,21918970.0,21988085.0,+3% ~ -3%,0.0,87.745,1255.0,,0.31532,
1401629-00,2014,송파위례신도시 근린공원 구립 어린이집 신축 정보통신공사,한국토지주택공사,서울,101649000.0,97424000.0,0% ~ -6%,0.0,87.745,774.0,,-4.15646,
20140802963-00,2014,신사사거리~고양시계간 도로개설 통신공사 (긴급공고),서울특별시,서울,381040000.0,375863625.0,+3% ~ -3%,0.0,86.745,894.0,,-1.35849,
E01-14-04316,2014,삼성전자 우면연구센터 검지선 복구공사,한국전력공사,서울,9977238.0,10057670.0,+2.5% ~ -2.5%,0.0,87.745,272.0,,0.80615,
20140803053-00,2014,"홍지문, 정릉터널 CCTV 설치공사",서울시설공단,서울,53922000.0,54250425.0,+3% ~ -3%,0.0,87.745,908.0,기,0.60907,
KRA2014080020,2014,[긴급] (긴급)렛츠런 문화공감센터 강남 환경개선 정보통신공사,한국마사회,서울,119926000.0,119745750.0,+3% ~ -3%,0.0,87.745,743.0,,-0.15031,
20140722198-02,2014,수협중앙회 연수원 방송장비 교체공사 (공고),수협중앙회,서울/경기/충남/세종,468000000.0,469386500.0,+2% ~ -2%,0.0,85.495,650.0,정,0.29626,
E01-14-04223,2014,위례신도시 배전자동화용 광통신망 시설공사,한국전력공사,서울,104094485.0,103830207.0,+2.5% ~ -2.5%,0.0,87.745,721.0,정,-0.25389,
20140724673-00,2014,의원회관 방문객주차장 주차관제장치 설치공사,국회,서울,32000000.0,32002050.0,+2% ~ -2%,0.0,87.745,106.0,기,0.00640,
2014-08382,2014,노후 통신케이블 교체공사,제1596부대,서울,188163138.0,185768857.0,0.9% ~ -3.0%,0.0,87.745,663.0,,-1.27245,
20140720698-00,2014,천왕역 승강편의시설 설치 통신공사(21공구),서울특별시,서울,102232096.0,103359500.0,+3% ~ -3%,0.0,87.745,923.0,기,1.10278,
20140723215-00,2014,서울우장초등학교 본관동 교실 재배치 통신공사,서울특별시교육청,서울,10265000.0,10301775.0,+3% ~ -3%,0.0,87.745,581.0,기,0.35825,
20140721120-00,2014,경부선 수원역 외 8개역사 철도범죄통합수사센터 영상감시설비 신설공사,한국철도공사,서울/인천/경기/강원,366900000.0,361348875.0,+0% ~ -4%,0.0,86.745,1878.0,기,-1.51299,
20140719916-00,2014,상현초 교실증축 통신공사,서울특별시교육청,서울,56980000.0,57391275.0,+3% ~ -3%,0.0,87.745,985.0,,0.72178,
20140719175-00,2014,신남중학교 급식시설 및 타증축 통신공사,서울특별시교육청,서울,79957000.0,79947850.0,+3% ~ -3%,0.0,87.745,954.0,기,-0.01145,
20140719294-00,2014,2014년 열차무선안테나 개량 공사,서울교통공사,서울,60250580.0,59472025.0,+3% ~ -3%,0.0,87.745,844.0,,-1.29220,
20140714740-00,2014,내곡유치원 신축 통신공사,서울특별시교육청,서울,137500000.0,137984050.0,+3% ~ -3%,0.0,87.745,934.0,기,0.35203,
E01-14-04062,2014,마곡지구 배전자동화용 광통신망 시설공사,한국전력공사,서울,319682187.0,319285476.0,+2.5% ~ -2.5%,0.0,86.745,620.0,,-0.12410,
20140717019-00,2014,서울특별시립 강서노인종합복지관 내.외부 안전확인용 CCTV 설치공사 (긴급공고),서울특별시립강서노인종합복지관,서울,41764000.0,41663800.0,+3% ~ -3%,0.0,87.745,113.0,,-0.23992,
20140714475-01,2014,서울광진경찰서 임시청사 정보통신장비 이설 및 선로설치공사 (정정공고),경찰청,서울,61485710.0,60781125.0,+2% ~ -2%,0.0,87.745,432.0,기/정,-1.14594,
20140714881-00,2014,과천선 선바위역외 8개소 스크린도어 신설에 따른 정보통신설비 이설공사,한국철도공사,서울/경기,130910000.0,129072100.0,+0% ~ -4%,0.0,87.745,1666.0,기,-1.40395,
E05-14-00319,2014,서울복합 신축폐수처리장 통신공사,한국중부발전(주),서울,30900000.0,30967995.0,+2.5% ~ -2.5%,0.0,87.745,642.0,,0.22004,
20140715349-00,2014,[긴급] 서울교육대학교 네트워크 케이블 고도화 사업 (긴급공고),서울교육대학교,서울,560000000.0,566256600.0,+2% ~ -2%,0.0,86.745,33.0,,1.11725,
20140626512-00,2014,서울법원종합청사 어린이집 및 독신자숙소 신축 통신공사,서울지방조달청/대법원,서울,666043000.0,666933900.0,+2% ~ -2%,0.0,86.745,811.0,기/협정,0.13376,
20140710948-00,2014,종로3가 외 4역 승강편의시설 설치 통신공사(22공구),서울특별시,서울,235315552.0,234920875.0,+3% ~ -3%,0.0,87.745,938.0,기,-0.16773,
2014-01-000073-00,2014,수도권고속철도 중원변전소외 10개동 및 한대ssp외 2개소 전철전원설비 개량에 따른 통신설비 신설공사,국가철도공단,전국/서울/경기,1145854000.0,1121263028.0,0% ~ -5%,0.0,86.335,1024.0,의무,-2.14609,
20140715221-00,2014,서울성북우체국 키폰교환 교체공사,과학기술정보통신부,서울,28280000.0,28136875.0,+2% ~ -2%,0.0,87.745,735.0,기,-0.50610,
20140711293-00,2014,꿈꾸는 뮤지션을 위한 음악창작공간 리모델링 정보통신공사,서울특별시,서울,37364000.0,37358250.0,+3% ~ -3%,0.0,87.745,904.0,기,-0.01539,
20140710551-00,2014,양평 외 5역 승강편의시설 설치 통신공사(23공구),서울특별시,서울,104573520.0,104275800.0,+3% ~ -3%,0.0,87.745,944.0,기,-0.28470,
20140714310-00,2014,2014년 우이동 어린이집 리모델링 공사(통신),서울특별시,서울,16530000.0,16527100.0,+3% ~ -3%,0.0,87.745,664.0,기,-0.01755,
20140709331-02,2014,교사동(본관) 구조보강공사(전기) (긴급공고) (정정공고),서울특별시중부교육청,서울,87593000.0,87008575.0,+2% ~ -2%,0.0,87.745,236.0,기/정/협정,-0.66721,
20140711835-00,2014,국회 상임위원회 소회의실 음향설비 설치공사,국회,서울,50000000.0,50092375.0,+2% ~ -2%,0.0,87.745,883.0,기,0.18475,
20140709155-01,2014,수유2파출소 신축공사(통신) (긴급공고) (공고),경찰청,서울,22506000.0,22458025.0,+2% ~ -2%,0.0,87.745,786.0,정,-0.21317,
20140710220-01,2014,아현중학교 부설방송통신중 설치 및 노후방송설비 개선 통신공사 (긴급공고) (정정공고),서울특별시교육청,서울,83991000.0,84289650.0,+3% ~ -3%,0.0,87.745,965.0,기,0.35557,
20140701499-00,2014,세곡유치원 신축 통신공사,서울특별시교육청,서울,93060000.0,91956850.0,+3% ~ -3%,0.0,87.745,928.0,,-1.18542,
20140705765-00,2014,서울교육대학교 교내 주차장 CCTV 설치 공사,서울교육대학교,서울,88550000.0,88372500.0,+2% ~ -2%,0.0,87.745,944.0,,-0.20046,
20140708364-00,2014,독산1동 분소 어린이집 정보통신공사,서울특별시,서울,30600000.0,30448650.0,+3% ~ -3%,0.0,87.745,929.0,기,-0.49461,
20140704399-00,2014,신길 외 6역 승강편의시설 설치 통신공사(24공구),서울특별시,서울,289820272.0,287453950.0,+3% ~ -3%,0.0,87.745,934.0,기,-0.81648,
20140709352-00,2014,2014년 어린이 보호구역내 방범 CCTV 구매설치 공사,서울특별시,서울,38550000.0,38219475.0,+3% ~ -3%,0.0,87.745,686.0,기,-0.85740,
