공고번호,기초금액,A값,투찰률(%),참여업체수,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20150425342-00,326700000.0,0.0,87.745,762.0,+2% ~ -2%,기,한국수출입은행 본점 종합상황실 설치공사 (긴급공고),한국수출입은행,서울
20150413644-00,19690000.0,0.0,87.745,777.0,+2% ~ -2%,,광희지구대 리모델링 통신공사,경찰청,서울
20150335557-00,304000000.0,0.0,87.495,634.0,+2% ~ -2%,,수협중앙회 춘천 수산물종합유통센터 신축 통신공사,수협중앙회,서울/경기/강원
20150341413-02,34300000.0,0.0,87.745,854.0,+2% ~ -2%,정/협정,서울강북경찰서 삼양파출소(통신)공사 (정정공고),경찰청,서울
20150304661-00,90870000.0,0.0,87.745,857.0,+2% ~ -2%,기/협정,국립서울현충원 직원후생관 통신공사,서울지방조달청/국방부,서울
20150310117-00,592540000.0,0.0,86.745,813.0,+2% ~ -2%,기/협정,미래융합예체능연구실습센터 증개축 통신공사,서울지방조달청/서울교육대학교,서울
20150230167-00,18670000.0,0.0,87.745,590.0,+2% ~ -2%,,고정식 교통무인단속기 이전 설치,경찰청,서울
20150228435-00,102949000.0,0.0,87.745,811.0,+2% ~ -2%,기,GKL 강남 코엑스점 1층 및 5층 리모델링공사(통신공사-01),그랜드코리아레저(주),서울
20150229487-00,77000000.0,0.0,87.745,925.0,+2% ~ -2%,,예술의전당 오페라하우스 4층 사무공간 조성공사(정보통신) (긴급공고),예술의전당,서울
20150222493-00,943420000.0,0.0,86.745,870.0,+2% ~ -2%,기/의무,김포공항 기존 이마트 및 지하철 연결통로 개량 정보통신공사,한국공항공사,전국/서울
20150224610-00,62000000.0,0.0,87.745,961.0,+2% ~ -2%,기,서울지방우정청 이전공사(통신),과학기술정보통신부,서울
20150224844-00,131300000.0,0.0,87.745,856.0,+2% ~ -2%,기,서울지방우정청 정보화시설 청사이전 통신공사(긴급) (긴급공고),과학기술정보통신부,서울
20150213355-00,104734000.0,0.0,87.745,872.0,+2% ~ -2%,,신정여자상업고등학교 다목적강당 및 체육관 증축 통신공사,서울특별시교육청,서울
20150203714-00,240680000.0,0.0,87.745,893.0,+2% ~ -2%,기,서울대학교 사범관2(10동) 개.보수 통신공사 (긴급공고),서울대학교,서울
20150204408-00,41800000.0,0.0,87.745,807.0,+2% ~ -2%,기,정부서울청사 어린이집 CCTV설비 보강공사 (긴급공고),행정자치부,서울
20150122802-00,45000000.0,0.0,88.0,249.0,+2% ~ -2%,기,국회CCTV시스템 시설 유지보수용역,국회,서울
20150116797-00,91613000.0,0.0,87.745,842.0,+2% ~ -2%,기/협정,대체학습장 조성 정보통신공사,서울지방조달청/문화체육관광부,서울
20150119313-00,49610000.0,0.0,87.745,835.0,+2% ~ -2%,,원형공연장 신축공사에 따른 통신공사 (긴급공고),서울대학교,서울
20150111298-00,83300000.0,0.0,87.745,1793.0,+2% ~ -2%,,직장어린이집 설치공사(정보통신),국민건강보험공단,서울/경기
20150109196-00,9834000.0,0.0,87.745,439.0,+2% ~ -2%,,2014년 제4차 공간변경에 따른 통신설비공사 (긴급공고),서울과학기술대학교,서울
20150103941-00,703190180.0,0.0,86.745,528.0,+2% ~ -2%,협정,신사옥 리모델링 공사(전기.정보통신 공사),해양환경공단,서울
20141224405-00,581432000.0,0.0,86.745,812.0,+2% ~ -2%,기/협정,서울과학기술대학교 산학협력연구동 신축 정보통신공사,서울지방조달청/서울과학기술대학교,서울
20161218299-00,1485737000.0,0.0,86.745,824.0,+2% ~ -2%,기/의무,"나라키움 역삼동A,B빌딩 개발사업 정보통신공사",한국자산관리공사,전국/서울
20161228789-00,57750000.0,0.0,87.745,974.0,+2% ~ -2%,,연세대학교재활학교 전공과교실 및 직업훈련실 증축 통신공사,서울특별시교육청,서울
20161220781-01,26320000.0,0.0,87.745,834.0,+2% ~ -2%,기/정,동작서 상도3파출소 신축(통신) 공사 (긴급공고) (정정공고),경찰청,서울
20161215661-00,148280000.0,0.0,87.745,924.0,+2% ~ -2%,기,숙명여자고등학교 방송시설개선공사(긴급),서울특별시교육청,서울
20161133553-00,21754040.0,0.0,87.745,809.0,+2% ~ -2%,기,창덕궁 매표소 주변 철거 정비 공사(통신) (긴급공고),화재청,서울
20161122359-00,664112000.0,0.0,86.745,850.0,+2% ~ -2%,기/협정,중앙보훈병원 보훈의학연구소 건립 및 장례식장 증축 통신공사,서울지방조달청/한국보훈복지의료공단,서울
20161120132-00,1287656000.0,0.0,86.745,846.0,+2% ~ -2%,기/의무,금천경찰서 신축 통신 공사,서울지방조달청/경찰청,전국/서울
20161121197-00,202289000.0,0.0,87.745,946.0,+2% ~ -2%,기,서울대학교 2016년 하반 노후 통신케이블(UTP) 교체 공사,서울대학교,서울
20161128268-00,240867000.0,0.0,87.745,955.0,+2% ~ -2%,,예술의전당 음악당주차장 공작물 축조 및 노후시설개선공사(정보통신공사),예술의전당,서울
20161127621-00,33589000.0,0.0,87.745,937.0,+2% ~ -2%,,도서관 퍼포먼스홀 설치 정보통신공사,서울과학기술대학교,서울
20161121835-00,134000000.0,0.0,87.745,170.0,+2% ~ -2%,,전쟁기념관 CCTV 관제설비 구매설치 공사 입찰공고(긴급) (긴급공고),국방부,서울
20161104899-00,368298000.0,0.0,86.745,889.0,+2% ~ -2%,기/협정,전쟁기념관 광통신망 구축 공사,서울지방조달청/국방부,서울
20161108732-00,68045510.0,0.0,87.745,936.0,+2% ~ -2%,기,국립고궁박물관 노후 CCTV정비(1차),문화재청,서울
20161112316-00,134420000.0,0.0,87.745,848.0,+2% ~ -2%,,지방공기업평가원,지방공기업평가원,서울
20161108841-02,45000000.0,0.0,87.745,440.0,+2% ~ -2%,기/정,부천지청 구치감 전자잠금설비 구축 공사 (긴급공고) (정정공고),대검찰청,서울/인천/경기
20161106793-00,297891000.0,0.0,87.745,888.0,+2% ~ -2%,기/협정,나라키움 신사동빌딩 개발사업 정보통신공사,한국자산관리공사,서울
20161104613-01,10693760.0,0.0,87.745,568.0,+2% ~ -2%,기/정,덕수궁 사무실 이전에 따른 기반시설 정비공사(통신) (긴급공고) (정정공고),문화재청,서울
20161107183-00,66916000.0,0.0,87.745,976.0,+2% ~ -2%,,영신여자고등학교 강담 겸 체육관 정보통신 증축공사 (긴급공고),서울특별시교육청,서울
20161100085-00,142315000.0,0.0,87.745,919.0,+2% ~ -2%,기/협정,전파종합관제센터 구축(정보통신공사),서울지방조달청/미래창조과학부,서울
20161027340-01,70994000.0,0.0,87.745,1042.0,+2% ~ -2%,기/정,"동일중 급식실 및 동광초 특별교실, 체육관 증축공사(통신) (긴급공고) (정정공고)",서울특별시교육청,서울
20161012050-00,494626000.0,0.0,86.745,864.0,+2% ~ -2%,기/협정,한국고전번역원 청사이전 신축사업(통신),서울지방조달청/한국고전번역원,서울
20161018100-00,134481000.0,0.0,87.745,957.0,+2% ~ -2%,기,김포공항 항공지원센터 영상감시장치(CCTV) 설치 정보통신공사,한국공항공사,서울
20161005812-00,530732000.0,0.0,86.745,850.0,+2% ~ -2%,기/협정,국립중앙도서관 본관 노후설비 교체공사(통신),서울지방조달청/문화체육관광부,서울
20161019841-00,6205000.0,0.0,87.745,389.0,+2% ~ -2%,기,서울수서경찰서 교통조사 환경개선공사(통신) (긴급공고),경찰청,서울
20161009463-04,60665000.0,0.0,87.745,1000.0,+2% ~ -2%,정,서울법원종합청사 CCTV통합 보안공사 (긴급공고) (공고),대법원,서울
20161007052-00,78310000.0,0.0,87.745,958.0,+2% ~ -2%,,(긴급)서울대학교 의과대학 융합의생명교육연구관 통신 보완 시설 공사 (긴급공고),서울대학교,서울
20161005941-00,107184000.0,0.0,87.745,923.0,+2% ~ -2%,기/협정,창덕궁 방송시설 설치 공사,서울지방조달청/문화재청,서울
20161003729-00,8963000.0,0.0,87.745,479.0,+2% ~ -2%,,영일고 급식실 및 학생식당 증축 통신공사,서울특별시교육청,서울
20161001604-00,24662000.0,0.0,87.745,847.0,+2% ~ -2%,기,구로경찰서 천왕파출소 신축 통신공사 (긴급공고),경찰청,서울
20160922742-00,27500000.0,0.0,87.745,855.0,+2% ~ -2%,,공덕지구대 신축관련 통신공사,경찰청,서울
20160922787-00,122771000.0,0.0,87.745,941.0,+2% ~ -2%,기,서울대학교 미술대51동 리모델링 통신공사 (긴급공고),서울대학교,서울
20160908536-00,2121240000.0,0.0,86.745,745.0,+2% ~ -2%,기/의무,김포공항 국제선 여객터미널 대형상업시설 개선 정보통신공사,한국공항공사,전국/서울
20160911535-00,56591000.0,0.0,87.745,998.0,+2% ~ -2%,기,서울적십자병원 호스피스 완화병동 구축공사 소액수의 견적입찰 공고(통신),대한적십자사,서울
20160911029-00,50050000.0,0.0,88.0,1939.0,+2% ~ -2%,,경인식약청 과천청사 사무환경 구축공사 소액수의 견적입찰,식품의약품안전처,서울/경기
20160910273-00,11700000.0,0.0,87.745,666.0,+2% ~ -2%,기,대한민국역사박물관 사무공간 조성공사(통신),문화체육관광부,서울
20160902710-00,290289894.0,0.0,87.745,909.0,+2% ~ -2%,기,[긴급] 홍릉시연장 조성 통신공사 (긴급공고),한국콘텐츠진흥원,서울
20160901632-00,51546000.0,0.0,87.745,190.0,+2% ~ -2%,기/여성,구로경찰서 신구로지구대 신축 통신공사 (긴급공고),경찰청,서울
20160901911-00,278982000.0,0.0,87.745,903.0,+2% ~ -2%,,행정관(60동) 리모델링 통신공사 (긴급공고),서울대학교,서울
20160827495-00,56379400.0,0.0,87.745,994.0,+2% ~ -2%,,체조경기장 시설개선 통신공사,서울올림픽기념국민체육진흥공단,서울
20160826737-00,34430000.0,0.0,87.745,894.0,+2% ~ -2%,기,식당동 조리실 증축 및 리모델링공사(통신) (긴급공고),서울특별시교육청,서울
1602090-00,504952000.0,0.0,86.745,696.0,+2% ~ -2%,,서울서부권 건설 및 매입임대주택(정보통신) 유지보수공사,한국토지주택공사,서울
1602089-00,501933000.0,0.0,86.745,699.0,+2% ~ -2%,,서울동부권 건설 및 매입임대주택(정보통신) 유지보수공사,한국토지주택공사,서울
20160823450-00,91117000.0,0.0,87.745,902.0,+2% ~ -2%,기,서울대학교 천문관측소 신축 통신공사 (긴급공고),서울대학교,서울
20160822547-00,190185000.0,0.0,87.745,897.0,+2% ~ -2%,기,서울대학교 동물복제연구동 신축통신공사 (긴급공고),서울대학교,서울
20160821524-00,257390000.0,0.0,87.745,910.0,+2% ~ -2%,기,서울대학교 실험동물자원관리동(69동) 재건축 통신공사 (긴급공고),서울대학교,서울
20160817833-00,358815000.0,0.0,86.745,879.0,+2% ~ -2%,기,김포공항 국제선청사 영상감시장치(CCTV) 개량 정보통신공사,한국공항공사,서울
20160809195-00,67064800.0,0.0,87.745,1061.0,+2% ~ -2%,,전수교육관 보안장비(CCTV)개선공사 시공업체 선정,한국문화재재단,서울/경기
20160807903-00,244296000.0,0.0,87.745,864.0,+2% ~ -2%,기/협정,16년(하) 팁스타운 공간조성공사(통신),서울지방조달청/사단법인,서울
20160806464-00,105345000.0,0.0,87.745,917.0,+2% ~ -2%,기/협정,국립전통예술고등학교 통신망 대개체 공사,서울지방조달청/문화체육관광부,서울
20160727470-00,10776000.0,0.0,87.745,124.0,+2% ~ -2%,기/협정,서울청사 노후시설 보수 및 환경개선공사(통신),서울지방조달청,서울
20160729410-00,16390000.0,0.0,87.745,640.0,+2% ~ -2%,협정,신촌지구대 대수선공사 통신공사 (긴급공고),경찰청,서울
20160715932-00,2099058000.0,0.0,86.745,832.0,+2% ~ -2%,기/의무,서울대학교병원 의생명연구원 리모델링 공사 (통신설비),서울지방조달청/서울대학교병원,전국/서울
20160712289-00,34023830.0,0.0,87.745,841.0,+2% ~ -2%,기,"왕실의 의례, 대한제국과 황실 전시실 리노베이션 공사(통신)",문화재청,서울
20160723211-00,78475000.0,0.0,87.745,957.0,+2% ~ -2%,기/협정,한국주택금융공사 상암지원센터 사무환경 조성공사(통신),서울지방조달청/한국주택금융공사,서울
20160720390-00,28800000.0,0.0,87.745,792.0,+2% ~ -2%,,서울중랑우체국 키폰주장치 교체공사,과학기술정보통신부,서울
20160715380-00,158377000.0,0.0,87.745,977.0,+2% ~ -2%,,방송시설개선 통신공사 (긴급공고),서울특별시교육청,서울
20160710230-00,68516666.0,0.0,87.745,957.0,+2% ~ -2%,기,[서울대학교병원]국가지정 음압 입원치료병상(39병동) 확충공사[통신],서울대학교병원,서울
20160709706-00,144540000.0,0.0,87.995,104.0,+2% ~ -2%,,한국은행 강남본부 통신설비 유지보수 용역,한국은행,서울
20160706412-00,156450000.0,0.0,87.745,894.0,+2% ~ -2%,기/협정,브이알빌딩 사무환경 조성공사(통신),서울지방조달청/한국벤처투자(주),서울
20160705910-00,530599000.0,0.0,86.745,789.0,+2% ~ -2%,기/협정,2016년 검찰 정보통신 네트워크 및 IP 교환시설 통합구축사업,서울지방조달청/대검찰청,서울
20160709025-00,30529000.0,0.0,87.745,911.0,+2% ~ -2%,,잠실여자고등학교 급식실 및 학생식당 이전설치 통신공사 입찰공고,서울특별시교육청,서울
20160703539-00,43318000.0,0.0,87.745,983.0,+2% ~ -2%,,한대부중 3관 방송용스피커 및 케이블교체공사 (긴급공고),서울특별시성동교육청,서울
20160708124-00,146960000.0,0.0,87.745,930.0,+2% ~ -2%,,정신여자고등학교 본관동 및 교사동 방송실 개선공사 (긴급공고),서울특별시교육청,서울
20160707386-00,45804000.0,0.0,87.745,1869.0,+2% ~ -2%,,해동학술관(32-1동) 외 1개동 임시 사용을 위한 통신공사 (긴급공고),서울대학교,서울/경기
20160633689-00,367483000.0,0.0,86.745,913.0,+2% ~ -2%,기,서울대학교 노후 통신케이블(UTP) 교체 공사,서울대학교,서울
20160634758-00,39406000.0,0.0,87.745,903.0,+2% ~ -2%,협정,솔샘지구대 신축공사(통신) 입찰공고,경찰청,서울
20160633944-00,37440000.0,0.0,87.745,938.0,+2% ~ -2%,,경신중ㆍ고등학교 급식실 및 학생식당 증축 통신공사 (긴급공고),서울특별시교육청,서울
20160631929-00,24069000.0,0.0,87.745,810.0,+2% ~ -2%,기/협정,자양1파출소 신축공사-통신,경찰청,서울
20160614781-00,450059000.0,0.0,86.745,840.0,+2% ~ -2%,기/협정,한국방송통신대학교 연구동 시설 개보수공사(통신),서울지방조달청/한국방송통신대학교,서울
20160624213-00,24752000.0,0.0,87.745,1707.0,+2% ~ -2%,기,여주교도소 방통대 등 교육장 리모델링(통신) 공사,법무부,서울/경기
20160624424-01,14689000.0,0.0,87.745,750.0,+2% ~ -2%,기/정,시청각실리모데링및 지하방수 통신 공사 (정정공고),서울특별시교육청,서울
20160620888-00,593026000.0,0.0,86.745,856.0,+2% ~ -2%,기/협정,남북회담본부 시설개선공사(통신공사),서울지방조달청/통일부,서울
20160619305-00,25201000.0,0.0,87.745,840.0,+2% ~ -2%,,서울수서경찰서 대치지구대 신축 공사[통신],경찰청,서울
20160612523-00,317255400.0,0.0,87.745,911.0,+2% ~ -2%,,소마미술관 전시공간 확충 통신공사,서울올림픽기념국민체육진흥공단,서울
20160618574-00,25210000.0,0.0,87.745,862.0,+2% ~ -2%,기/협정,서울중앙우체국 편의시설 설치공사(통신),과학기술정보통신부,서울
20160614202-00,528301000.0,0.0,86.745,863.0,+2% ~ -2%,기,서울대학교 유회진학술정보관 신축 통신공사 (긴급공고),서울대학교,서울
20160608570-00,38467000.0,0.0,87.745,858.0,+2% ~ -2%,기,한국공항공사 재난상황실 확장 및 개선 정보통신공사,한국공항공사,서울
20160610615-00,117300000.0,0.0,87.745,132.0,+2% ~ -2%,,국립예술단체 공연연습장 스피드게이트 설치공사,사단법인국립예술단체연합회,서울
20160609497-00,21543000.0,0.0,87.745,783.0,+2% ~ -2%,,"연결통로, 도서관 및 특별교실 증축 공사(정보통신)",서울특별시교육청,서울
20160603877-00,273460000.0,0.0,87.745,920.0,+2% ~ -2%,기,서울대학교 초과학공동원 리모델링 통신공사 (긴급공고),서울대학교,서울
20160605324-00,26572598.0,0.0,87.745,1367.0,+2% ~ -2%,,올림픽공원 위험경보시스템 구축공사 (긴급공고),한국체육산업개발주식회사,서울/경기
20160603743-00,19500000.0,0.0,87.745,748.0,+2% ~ -2%,기,경복궁 흥복전 복원 지장물 이설 통신공사,문화재청,서울
20160508926-00,600759000.0,0.0,86.745,854.0,+2% ~ -2%,기/협정,국립어린이과학관 건립(통신),서울지방조달청/미래창조과학부,서울
20160522564-01,15290000.0,0.0,87.745,658.0,+2% ~ -2%,기/정/협정,면목삼팔파출소대수선통신공사 (정정공고),경찰청,서울
20160515269-00,100000000.0,0.0,85.0,1865.0,+2% ~ -2%,기,소래(송) 보안용 CCTV 교체공사,한국방송공사,서울/경기
